address_id,status,type_,entrancetype,quadrant,fulladdress,objectid_1,assessment_nbhd,cfsa_name,census_tract,vote_prcnct,ward,zipcode,anc,census_block,census_blockgroup,latitude,longitude,active_res_unit_count,res_type,active_res_occupancy_count,unit_id,unitnum,unittype
243225,ACTIVE,ADDRESS,OFFICIAL,NW,3636 16TH STREET NW,1959,Mt. Pleasant,Columbia Heights/Shaw Collaborative,002701,Precinct 40,Ward 1,20010,ANC 1D,002701 4000,002701 4,38.9364283,-77.03726282,1181,MIXED USE,1181,108276,A211,RENTAL
226434,ACTIVE,ADDRESS,OFFICIAL,NW,1916 17TH STREET NW,2175,Old City 2,Columbia Heights/Shaw Collaborative,004201,Precinct 141,Ward 2,20009,ANC 2B,004201 2004,004201 2,38.91612174,-77.03895335,77,RESIDENTIAL,77,180973,502,CONDO
279766,ACTIVE,ADDRESS,OFFICIAL,NW,420 7TH STREET NW,487,Central-tri 3,Columbia Heights/Shaw Collaborative,005800,Precinct 143,Ward 2,20004,ANC 2C,005800 1026,005800 1,38.89557664,-77.02217725,254,RESIDENTIAL,254,170328,106,RENTAL
229748,ACTIVE,ADDRESS,OFFICIAL,NW,201 T STREET NW,2293,Ledroit Park,Columbia Heights/Shaw Collaborative,003400,Precinct 20,Ward 1,20001,ANC 1B,003400 1003,003400 1,38.91610046,-77.01471572,2,RESIDENTIAL,2,200699,A,RENTAL
235022,ACTIVE,ADDRESS,OFFICIAL,NW,2231 CALIFORNIA STREET NW,2281,Kalorama,Columbia Heights/Shaw Collaborative,004100,Precinct 13,Ward 2,20008,ANC 2D,004100 2012,004100 2,38.9159364,-77.05015781,73,RESIDENTIAL,73,92874,207,RENTAL
226494,ACTIVE,ADDRESS,OFFICIAL,NW,1848 WYOMING AVENUE NW,2274,Kalorama,Columbia Heights/Shaw Collaborative,004002,Precinct 25,Ward 1,20009,ANC 1C,004002 2001,004002 2,38.91854441,-77.04338957,14,RESIDENTIAL,14,1961,201,CONDO
307441,ACTIVE,ADDRESS,OFFICIAL,NW,2221 I STREET NW,NA,Foggy Bottom,Columbia Heights/Shaw Collaborative,010800,Precinct 2,Ward 2,20037,ANC 2A,010800 1004,010800 1,38.90097485,-77.04962044,337,RESIDENTIAL,337,219863,837,RENTAL
258934,ACTIVE,ADDRESS,OFFICIAL,NW,1412 SPRING ROAD NW,1837,Columbia Heights,Columbia Heights/Shaw Collaborative,002801,Precinct 41,Ward 1,20010,ANC 1A,002801 2000,002801 2,38.93712301,-77.03371584,0,RESIDENTIAL,1,NA,NA,NA
236286,ACTIVE,ADDRESS,OFFICIAL,NW,1660 LANIER PLACE NW,1945,Mt. Pleasant,Columbia Heights/Shaw Collaborative,003900,Precinct 35,Ward 1,20009,ANC 1C,003900 1001,003900 1,38.92608378,-77.03922242,95,RESIDENTIAL,95,38474,302,RENTAL
266956,ACTIVE,ADDRESS,OFFICIAL,NW,4725 ALBEMARLE STREET NW,566,American University,Columbia Heights/Shaw Collaborative,001001,Precinct 31,Ward 3,20016,ANC 3E,001001 3014,001001 3,38.94815728,-77.09391467,0,RESIDENTIAL,1,NA,NA,NA
221969,ACTIVE,ADDRESS,OFFICIAL,NW,4521 36TH STREET NW,1076,Wakefield,Columbia Heights/Shaw Collaborative,001200,Precinct 33,Ward 3,20008,ANC 3F,001200 2000,001200 2,38.94905214,-77.06959849,0,RESIDENTIAL,1,NA,NA,NA
226615,ACTIVE,ADDRESS,OFFICIAL,NW,1420 N STREET NW,2145,Old City 2,Columbia Heights/Shaw Collaborative,005201,Precinct 17,Ward 2,20005,ANC 2F,005201 1001,005201 1,38.90698821,-77.03301675,149,RESIDENTIAL,149,10807,912,CONDO
45705,ACTIVE,ADDRESS,OFFICIAL,SE,2637 30TH STREET SE,2260,Hillcrest,East of the River Collaborative,007603,Precinct 113,Ward 7,20020,ANC 7B,007603 2004,007603 2,38.85840761,-76.96453379,4,RESIDENTIAL,4,142299,4,RENTAL
278191,ACTIVE,ADDRESS,OFFICIAL,SE,2608 WADE ROAD SE,595,Barry Farms,Far Southeast Collaborative,007401,Precinct 119,Ward 8,20020,ANC 8C,007401 2003,007401 2,38.8595544,-76.99643566,12,RESIDENTIAL,12,18847,101,CONDO
295961,ACTIVE,ADDRESS,OFFICIAL,SE,1100 MISSISSIPPI AVENUE SE,1355,Congress Heights,Far Southeast Collaborative,007304,Precinct 120,Ward 8,20032,ANC 8C,007304 3005,007304 3,38.83960142,-76.99078248,92,RESIDENTIAL,92,267146,352,RENTAL
57027,ACTIVE,ADDRESS,OFFICIAL,SE,1723 BAY STREET SE,2054,Old City 1,South Washington/West of the River Collaborative,006801,Precinct 87,Ward 6,20003,ANC 6B,006801 1006,006801 1,38.88646133,-76.97977935,0,RESIDENTIAL,1,NA,NA,NA
150755,ACTIVE,ADDRESS,OFFICIAL,SE,3770 1ST STREET SE,1361,Congress Heights,Far Southeast Collaborative,009803,Precinct 124,Ward 8,20032,ANC 8C,009803 3003,009803 3,38.83507703,-77.00564425,4,RESIDENTIAL,4,195557,3,RENTAL
56455,ACTIVE,ADDRESS,OFFICIAL,SE,1745 MASSACHUSETTS AVENUE SE,2046,Old City 1,South Washington/West of the River Collaborative,006802,Precinct 87,Ward 6,20003,ANC 6B,006802 1001,006802 1,38.88499827,-76.97918158,0,RESIDENTIAL,1,NA,NA,NA
44741,ACTIVE,ADDRESS,OFFICIAL,SE,2801 PENNSYLVANIA AVENUE SE,2237,Hillcrest,East of the River Collaborative,007604,Precinct 111,Ward 7,20020,ANC 7B,007604 3003,007604 3,38.87181261,-76.96743327,33,RESIDENTIAL,33,96339,108,RENTAL
298224,ACTIVE,ADDRESS,OFFICIAL,SE,845 CHESAPEAKE STREET SE,1381,Congress Heights,Far Southeast Collaborative,009811,Precinct 125,Ward 8,20032,ANC 8D,009811 2000,009811 2,38.8288476,-76.9929565,14,RESIDENTIAL,14,153235,404,RENTAL
311481,ACTIVE,ADDRESS,OFFICIAL,SE,1300 4TH STREET SE,NA,Washington Navy Yard,South Washington/West of the River Collaborative,007200,Precinct 131,Ward 6,20003,ANC 6D,007200 2062,007200 2,38.8745966,-77.00034123,137,MIXED USE,137,300721,508,CONDO
148108,ACTIVE,ADDRESS,OFFICIAL,SE,1904 23RD STREET SE,2406,Randle Heights,Far Southeast Collaborative,007605,Precinct 112,Ward 8,20020,ANC 8A,007605 2001,007605 2,38.86696042,-76.97274049,8,RESIDENTIAL,8,105448,101C,RENTAL
147609,ACTIVE,ADDRESS,OFFICIAL,SE,4209 EAST CAPITOL STREET SE,1732,Fort Dupont Park,East of the River Collaborative,007703,Precinct 103,Ward 7,20019,ANC 7F,007703 1000,007703 1,38.88849971,-76.94074622,10,RESIDENTIAL,10,64837,104,RENTAL
44136,ACTIVE,ADDRESS,OFFICIAL,SE,2823 R STREET SE,2237,Hillcrest,East of the River Collaborative,007604,Precinct 111,Ward 7,20020,ANC 7B,007604 3008,007604 3,38.86928789,-76.96639399,0,RESIDENTIAL,1,NA,NA,NA
68892,ACTIVE,ADDRESS,OFFICIAL,SE,13 58TH STREET SE,1926,Deanwood,East of the River Collaborative,009903,Precinct 105,Ward 7,20019,ANC 7E,009903 1001,009903 1,38.88928304,-76.91789366,0,RESIDENTIAL,1,NA,NA,NA
286775,ACTIVE,ADDRESS,OFFICIAL,SE,2300 GOOD HOPE ROAD SE,2406,Randle Heights,Far Southeast Collaborative,007605,Precinct 112,Ward 8,20020,ANC 8A,007605 2002,007605 2,38.86454811,-76.97415154,316,RESIDENTIAL,316,140368,909,RENTAL
149871,ACTIVE,ADDRESS,OFFICIAL,SE,125 57TH STREET SE,1926,Deanwood,East of the River Collaborative,009903,Precinct 105,Ward 7,20019,ANC 7E,009903 1003,009903 1,38.88772577,-76.91842647,0,RESIDENTIAL,1,NA,NA,NA
307282,ACTIVE,ADDRESS,OFFICIAL,SE,301 TINGEY STREET SE,NA,Washington Navy Yard,South Washington/West of the River Collaborative,007200,Precinct 131,Ward 6,20003,ANC 6D,007200 2062,007200 2,38.87469992,-77.00158226,170,MIXED USE,170,221553,201,RENTAL
289722,ACTIVE,ADDRESS,OFFICIAL,SE,284 15TH STREET SE,2053,Old City 1,South Washington/West of the River Collaborative,006802,Precinct 87,Ward 6,20003,ANC 6B,006802 1004,006802 1,38.88549738,-76.98341684,8,RESIDENTIAL,8,201143,102,CONDO
66067,ACTIVE,ADDRESS,OFFICIAL,SE,1355 SOUTH CAROLINA AVENUE SE,2050,Old City 1,South Washington/West of the River Collaborative,006900,Precinct 87,Ward 6,20003,ANC 6B,006900 1001,006900 1,38.886271,-76.98602568,0,RESIDENTIAL,1,NA,NA,NA
71529,ACTIVE,ADDRESS,OFFICIAL,SE,1212 MAPLE VIEW PLACE SE,1583,Anacostia,Far Southeast Collaborative,007503,Precinct 114,Ward 8,20020,ANC 8A,007503 1018,007503 1,38.86345735,-76.98980197,12,RESIDENTIAL,12,107695,202,RENTAL
46026,ACTIVE,ADDRESS,OFFICIAL,SE,2607 12TH PLACE SE,579,Barry Farms,Far Southeast Collaborative,007404,Precinct 117,Ward 8,20020,ANC 8E,007404 3001,007404 3,38.85092243,-76.98574793,0,RESIDENTIAL,1,NA,NA,NA
312253,ACTIVE,ADDRESS,OFFICIAL,SE,1777 W STREET SE,NA,Anacostia,Far Southeast Collaborative,007504,Precinct 114,Ward 8,20020,ANC 8A,007504 1004,007504 1,38.8618859,-76.97889624,0,RESIDENTIAL,1,NA,NA,NA
145388,ACTIVE,ADDRESS,OFFICIAL,SE,4117 MASSACHUSETTS AVENUE SE,1719,Fort Dupont Park,East of the River Collaborative,009902,Precinct 110,Ward 7,20019,ANC 7B,009902 1012,009902 1,38.87021656,-76.94294647,0,RESIDENTIAL,1,NA,NA,NA
290673,ACTIVE,ADDRESS,OFFICIAL,SE,2454 1/2 ELVANS ROAD SE,1591,Barry Farms,Far Southeast Collaborative,007406,Precinct 118,Ward 8,20020,ANC 8B,007406 2000,007406 2,38.85372579,-76.98851142,0,RESIDENTIAL,1,NA,NA,NA
307933,ACTIVE,ADDRESS,OFFICIAL,SE,1111 NEW JERSEY AVENUE SE,NA,Old City 1,South Washington/West of the River Collaborative,007200,Precinct 131,Ward 6,20003,ANC 6D,007200 2026,007200 2,38.87700121,-77.00479522,324,RESIDENTIAL,324,279650,323,RENTAL
45405,ACTIVE,ADDRESS,OFFICIAL,SE,2700 TEXAS AVENUE SE,2237,Hillcrest,East of the River Collaborative,007604,Precinct 111,Ward 7,20020,ANC 7B,007604 1009,007604 1,38.86814104,-76.96871781,8,RESIDENTIAL,8,64029,3,RENTAL
41905,ACTIVE,ADDRESS,OFFICIAL,SE,3014 V PLACE SE,2256,Hillcrest,East of the River Collaborative,007604,Precinct 113,Ward 7,20020,ANC 7B,007604 2013,007604 2,38.86481369,-76.96399262,0,RESIDENTIAL,1,NA,NA,NA
288054,ACTIVE,ADDRESS,OFFICIAL,SE,3970 PENNSYLVANIA AVENUE SE,1720,Fort Dupont Park,East of the River Collaborative,009902,Precinct 110,Ward 7,20020,ANC 7B,009902 2007,009902 2,38.86466012,-76.94823443,43,RESIDENTIAL,43,96270,308,RENTAL
145833,ACTIVE,ADDRESS,OFFICIAL,SE,430 RIDGE ROAD SE,1733,Fort Dupont Park,East of the River Collaborative,007703,Precinct 103,Ward 7,20019,ANC 7F,007703 2008,007703 2,38.88411001,-76.94710337,9,RESIDENTIAL,9,3081,202,CONDO
24441,ACTIVE,ADDRESS,OFFICIAL,SE,425 ATLANTIC STREET SE,1382,Congress Heights,Far Southeast Collaborative,009802,Precinct 125,Ward 8,20032,ANC 8E,009802 2001,009802 2,38.8307604,-76.99938591,15,RESIDENTIAL,15,149259,205,RENTAL
309485,ACTIVE,ADDRESS,OFFICIAL,SE,1212 4TH STREET SE,NA,Washington Navy Yard,South Washington/West of the River Collaborative,007200,Precinct 131,Ward 6,20003,ANC 6D,007200 2034,007200 2,38.87574472,-77.00024166,219,MIXED USE,219,234026,807,RENTAL
304672,ACTIVE,ADDRESS,OFFICIAL,SE,4950 CALL PLACE SE,829,Marshall Heights,East of the River Collaborative,009904,Precinct 104,Ward 7,20019,ANC 7E,009904 1006,009904 1,38.88491465,-76.93136354,24,RESIDENTIAL,24,211137,A2,CONDO
33728,ACTIVE,ADDRESS,OFFICIAL,SE,3521 19TH STREET SE,2383,Randle Heights,Far Southeast Collaborative,007409,Precinct 116,Ward 8,20020,ANC 8B,007409 3004,007409 3,38.84444598,-76.97674822,11,RESIDENTIAL,11,100218,101,RENTAL
290414,ACTIVE,ADDRESS,OFFICIAL,SE,1331 C STREET SE,2048,Old City 1,South Washington/West of the River Collaborative,006900,Precinct 91,Ward 6,20003,ANC 6B,006900 1017,006900 1,38.88483509,-76.9870589,6,RESIDENTIAL,6,36304,11,RENTAL
13932,ACTIVE,ADDRESS,OFFICIAL,SE,506 9TH STREET SE,1547,Capitol Hill,South Washington/West of the River Collaborative,007000,Precinct 90,Ward 6,20003,ANC 6B,007000 2010,007000 2,38.88236058,-76.99353832,2,RESIDENTIAL,2,151187,1,RENTAL
286350,ACTIVE,ADDRESS,OFFICIAL,SE,1619 GAINESVILLE STREET SE,189,Randle Heights,Far Southeast Collaborative,007407,Precinct 118,Ward 8,20020,ANC 8B,007407 1010,007407 1,38.85494989,-76.98058737,4,RESIDENTIAL,4,18691,301,CONDO
320523,ASSIGNED,ADDRESS,OFFICIAL,SE,3205 DUBOIS PLACE SE,NA,Fort Dupont Park,East of the River Collaborative,007708,Precinct 132,Ward 7,20019,ANC 7B,007708 2006,007708 2,38.88502537,-76.96080154,0,RESIDENTIAL,0,NA,NA,NA
5740,ACTIVE,ADDRESS,OFFICIAL,SE,601 D STREET SE,1545,Capitol Hill,South Washington/West of the River Collaborative,006500,Precinct 89,Ward 6,20003,ANC 6B,006500 2000,006500 2,38.88412044,-76.99819025,4,RESIDENTIAL,4,151922,3,RENTAL
288269,ACTIVE,ADDRESS,OFFICIAL,SE,4750 C STREET SE,834,Marshall Heights,East of the River Collaborative,009906,Precinct 104,Ward 7,20019,ANC 7E,009906 1007,009906 1,38.88628008,-76.93457014,11,RESIDENTIAL,11,150740,302,RENTAL
316449,ACTIVE,ADDRESS,OFFICIAL,SE,1221 VAN STREET SE,NA,Old City 1,South Washington/West of the River Collaborative,007200,Precinct 131,Ward 6,20003,ANC 6D,007200 2058,007200 2,38.8750281,-77.00839339,296,MIXED USE,296,268183,208,RENTAL
29344,ACTIVE,ADDRESS,OFFICIAL,SE,3916 R STREET SE,1718,Fort Dupont Park,East of the River Collaborative,009902,Precinct 110,Ward 7,20020,ANC 7E,009902 2006,009902 2,38.86604797,-76.94727001,0,RESIDENTIAL,1,NA,NA,NA
155396,ACTIVE,ADDRESS,OFFICIAL,SE,2712 29TH STREET SE,2260,Hillcrest,East of the River Collaborative,007603,Precinct 113,Ward 7,20020,ANC 7B,007603 4004,007603 4,38.85652901,-76.96549467,4,RESIDENTIAL,4,48824,B231,RENTAL
307749,ACTIVE,ADDRESS,OFFICIAL,SE,5208 F STREET SE,NA,Marshall Heights,East of the River Collaborative,009905,Precinct 104,Ward 7,20019,ANC 7E,009905 3005,009905 3,38.88160544,-76.92782791,4,RESIDENTIAL,4,211127,4,CONDO
30952,ACTIVE,ADDRESS,OFFICIAL,SE,3749 1ST STREET SE,1361,Congress Heights,Far Southeast Collaborative,009803,Precinct 124,Ward 8,20032,ANC 8C,009803 3002,009803 3,38.83597812,-77.0061973,6,RESIDENTIAL,6,100206,302,RENTAL
299772,ACTIVE,ADDRESS,OFFICIAL,SE,1000 NEW JERSEY AVENUE SE,2076,Old City 1,South Washington/West of the River Collaborative,007200,Precinct 131,Ward 6,20003,ANC 6D,007200 1011,007200 1,38.87799872,-77.00432681,343,RESIDENTIAL,343,179672,1015,RENTAL
61480,ACTIVE,ADDRESS,OFFICIAL,SE,1525 25TH STREET SE,2402,Randle Heights,Far Southeast Collaborative,007601,Precinct 133,Ward 8,20020,ANC 8A,007601 2000,007601 2,38.87194053,-76.97119546,0,RESIDENTIAL,1,NA,NA,NA
299334,ACTIVE,ADDRESS,OFFICIAL,SE,3558 22ND STREET SE,2389,Randle Heights,Far Southeast Collaborative,007409,Precinct 116,Ward 8,20020,ANC 8B,007409 2000,007409 2,38.84535533,-76.972361,0,RESIDENTIAL,1,NA,NA,NA
27102,ACTIVE,ADDRESS,OFFICIAL,SE,408 INDEPENDENCE AVENUE SE,1534,Capitol Hill,South Washington/West of the River Collaborative,006600,Precinct 89,Ward 6,20003,ANC 6B,006600 1008,006600 1,38.88777272,-77.0001337,11,RESIDENTIAL,11,100496,101,RENTAL
47764,ACTIVE,ADDRESS,OFFICIAL,SE,2407 NAYLOR ROAD SE,2402,Randle Heights,Far Southeast Collaborative,007601,Precinct 133,Ward 8,20020,ANC 8A,007601 2010,007601 2,38.86912434,-76.97202039,0,RESIDENTIAL,1,NA,NA,NA
36458,ACTIVE,ADDRESS,OFFICIAL,SE,3321 18TH STREET SE,2381,Randle Heights,Far Southeast Collaborative,007403,Precinct 116,Ward 8,20020,ANC 8E,007403 1006,007403 1,38.84637501,-76.97892582,12,RESIDENTIAL,12,47587,104,RENTAL
66672,ACTIVE,ADDRESS,OFFICIAL,SE,1342 PENNSYLVANIA AVENUE SE,962,Old City 1,South Washington/West of the River Collaborative,006900,Precinct 91,Ward 6,20003,ANC 6B,006900 2009,006900 2,38.88095473,-76.98628511,0,RESIDENTIAL,1,NA,NA,NA
287459,ACTIVE,ADDRESS,OFFICIAL,SE,3066 STANTON ROAD SE,2392,Randle Heights,Far Southeast Collaborative,007404,Precinct 117,Ward 8,20020,ANC 8E,007404 1000,007404 1,38.85285027,-76.98094439,14,RESIDENTIAL,14,145337,101,RENTAL
277864,ACTIVE,ADDRESS,OFFICIAL,SE,100 I STREET SE,2076,Old City 1,South Washington/West of the River Collaborative,007200,Precinct 131,Ward 6,20003,ANC 6D,007200 1010,007200 1,38.87955924,-77.00641752,260,RESIDENTIAL,260,184380,1211,RENTAL
72279,ACTIVE,ADDRESS,OFFICIAL,SE,1200 CHAPLIN STREET SE,1723,Fort Dupont Park,East of the River Collaborative,007707,Precinct 106,Ward 7,20019,ANC 7E,007707 2012,007707 2,38.87629369,-76.93793323,0,RESIDENTIAL,1,NA,NA,NA
38280,ACTIVE,ADDRESS,OFFICIAL,SE,3219 12TH STREET SE,1352,Congress Heights,Far Southeast Collaborative,007304,Precinct 120,Ward 8,20032,ANC 8E,007304 2002,007304 2,38.84364086,-76.99069326,0,RESIDENTIAL,1,NA,NA,NA
52027,ACTIVE,ADDRESS,OFFICIAL,SE,21 RANDLE CIRCLE SE,173,Hillcrest,East of the River Collaborative,009901,Precinct 108,Ward 7,20019,ANC 7B,009901 2008,009901 2,38.87741646,-76.96094562,0,RESIDENTIAL,1,NA,NA,NA
48485,ACTIVE,ADDRESS,OFFICIAL,SE,2320 CHESTER STREET SE,1583,Anacostia,Far Southeast Collaborative,007503,Precinct 114,Ward 8,20020,ANC 8A,007503 2004,007503 2,38.86226113,-76.98793268,10,RESIDENTIAL,10,28109,203,CONDO
64764,ACTIVE,ADDRESS,OFFICIAL,SE,1410 42ND STREET SE,1718,Fort Dupont Park,East of the River Collaborative,009902,Precinct 110,Ward 7,20020,ANC 7E,009902 1015,009902 1,38.86901373,-76.94233071,0,RESIDENTIAL,1,NA,NA,NA
295889,ACTIVE,ADDRESS,OFFICIAL,SE,3516 6TH STREET SE,1353,Congress Heights,Far Southeast Collaborative,009804,Precinct 122,Ward 8,20032,ANC 8C,009804 1001,009804 1,38.838728,-76.9977006,11,RESIDENTIAL,11,50869,9,RENTAL
63852,ACTIVE,ADDRESS,OFFICIAL,SE,1427 19TH STREET SE,1574,Anacostia,Far Southeast Collaborative,007601,Precinct 140,Ward 8,20020,ANC 8A,007601 3000,007601 3,38.87231911,-76.97756839,0,RESIDENTIAL,1,NA,NA,NA
306143,ACTIVE,ADDRESS,OFFICIAL,SE,903 5TH STREET SE,NA,Old City 1,South Washington/West of the River Collaborative,007200,Precinct 131,Ward 6,20003,ANC 6D,007200 1016,007200 1,38.87909431,-76.99977031,0,RESIDENTIAL,1,NA,NA,NA
147347,ACTIVE,ADDRESS,OFFICIAL,SE,4295 6TH STREET SE,1383,Congress Heights,Far Southeast Collaborative,009811,Precinct 125,Ward 8,20032,ANC 8D,009811 1001,009811 1,38.82582016,-76.99927678,6,RESIDENTIAL,6,148147,201,RENTAL
313299,ACTIVE,ADDRESS,OFFICIAL,SE,79 POTOMAC AVENUE SE,NA,Old City 1,South Washington/West of the River Collaborative,007200,Precinct 131,Ward 6,20003,ANC 6D,007200 2062,007200 2,38.87134746,-77.00682875,383,RESIDENTIAL,383,258005,745,RENTAL
287496,ACTIVE,ADDRESS,OFFICIAL,SE,3094 STANTON ROAD SE,2392,Randle Heights,Far Southeast Collaborative,007404,Precinct 117,Ward 8,20020,ANC 8E,007404 1000,007404 1,38.85236528,-76.98114705,14,RESIDENTIAL,14,145571,303,RENTAL
79579,ACTIVE,ADDRESS,OFFICIAL,SE,800 SOUTHERN AVENUE SE,1381,Congress Heights,Far Southeast Collaborative,009811,Precinct 125,Ward 8,20032,ANC 8D,009811 2000,009811 2,38.82735337,-76.99461836,361,RESIDENTIAL,361,107523,723,RENTAL
150769,ACTIVE,ADDRESS,OFFICIAL,SE,3828 SOUTH CAPITOL STREET SE,1361,Congress Heights,Far Southeast Collaborative,009803,Precinct 124,Ward 8,20032,ANC 8C,009803 3005,009803 3,38.83447415,-77.00777105,15,RESIDENTIAL,15,99396,203,RENTAL
36247,ACTIVE,ADDRESS,OFFICIAL,SE,3330 10TH PLACE SE,1355,Congress Heights,Far Southeast Collaborative,007304,Precinct 120,Ward 8,20032,ANC 8C,007304 3004,007304 3,38.84164269,-76.99181303,0,RESIDENTIAL,1,NA,NA,NA
290338,ACTIVE,ADDRESS,OFFICIAL,SE,1214 I STREET SE,2618,Old City 1,South Washington/West of the River Collaborative,007100,Precinct 91,Ward 6,20003,ANC 6B,007100 2004,007100 2,38.87992565,-76.98923904,6,RESIDENTIAL,6,135597,21,RENTAL
145493,ACTIVE,ADDRESS,OFFICIAL,SE,3429 5TH STREET SE,1348,Congress Heights,Far Southeast Collaborative,009804,Precinct 122,Ward 8,20032,ANC 8C,009804 2005,009804 2,38.83943626,-76.99885853,17,RESIDENTIAL,17,18553,42,CONDO
299738,ACTIVE,ADDRESS,OFFICIAL,SW,520 N STREET SW,1012,Southwest Waterfront,South Washington/West of the River Collaborative,011000,Precinct 127,Ward 6,20024,ANC 6D,011000 2000,011000 2,38.87357037,-77.01834344,105,RESIDENTIAL,105,190665,S30,RENTAL
315293,ACTIVE,ADDRESS,OFFICIAL,SW,950 MAINE AVENUE SW,NA,Southwest Waterfront,South Washington/West of the River Collaborative,010200,Precinct 142,Ward 6,20024,ANC 6D,010200 2034,010200 2,38.88050323,-77.02564195,266,RESIDENTIAL,266,286200,216,RENTAL
295448,ACTIVE,ADDRESS,OFFICIAL,SW,72 GALVESTON STREET SW,1342,Congress Heights,Far Southeast Collaborative,010900,Precinct 126,Ward 8,20032,ANC 8D,010900 1000,010900 1,38.82327026,-77.00868418,8,RESIDENTIAL,8,125528,T2,RENTAL
18525,ACTIVE,ADDRESS,OFFICIAL,SW,4660 MARTIN LUTHER KING JR AVENUE SW,1342,Congress Heights,Far Southeast Collaborative,010900,Precinct 126,Ward 8,20032,ANC 8D,010900 1001,010900 1,38.82248036,-77.01028569,404,RESIDENTIAL,404,190131,C815,RENTAL
79541,ACTIVE,ADDRESS,OFFICIAL,SW,800 4TH STREET SW,1009,Southwest Waterfront,South Washington/West of the River Collaborative,010500,Precinct 128,Ward 6,20024,ANC 6D,010500 2028,010500 2,38.88027919,-77.01712397,395,RESIDENTIAL,395,119155,N117,CONDO
64747,ACTIVE,ADDRESS,OFFICIAL,SW,141 GALVESTON PLACE SW,1340,Congress Heights,Far Southeast Collaborative,009807,Precinct 126,Ward 8,20032,ANC 8D,009807 2009,009807 2,38.82463703,-77.01167817,4,RESIDENTIAL,4,124793,4,RENTAL
297158,ACTIVE,ADDRESS,OFFICIAL,SW,5499 E LANGLEY WAY SW,151,Bolling Air Force Base,Far Southeast Collaborative,007301,Precinct 123,Ward 8,20032,ANC 8C,007301 1014,007301 1,38.84344502,-77.01841817,0,RESIDENTIAL,1,NA,NA,NA
315293,ACTIVE,ADDRESS,OFFICIAL,SW,950 MAINE AVENUE SW,NA,Southwest Waterfront,South Washington/West of the River Collaborative,010200,Precinct 142,Ward 6,20024,ANC 6D,010200 2034,010200 2,38.88050323,-77.02564195,266,RESIDENTIAL,266,286429,1211,RENTAL
76172,ACTIVE,ADDRESS,OFFICIAL,SW,1001 3RD STREET SW,1009,Southwest Waterfront,South Washington/West of the River Collaborative,010200,Precinct 128,Ward 6,20024,ANC 6D,010200 2043,010200 2,38.87784082,-77.01568108,128,RESIDENTIAL,128,123598,711,CONDO
145220,ACTIVE,ADDRESS,OFFICIAL,SW,1250 4TH STREET SW,1013,Southwest Waterfront,South Washington/West of the River Collaborative,011000,Precinct 127,Ward 6,20024,ANC 6D,011000 4001,011000 4,38.87515637,-77.01723257,128,RESIDENTIAL,128,13063,W410,CONDO
276559,ACTIVE,ADDRESS,OFFICIAL,SW,325 P STREET SW,1012,Southwest Waterfront,South Washington/West of the River Collaborative,011000,Precinct 127,Ward 6,20024,ANC 6D,011000 1002,011000 1,38.8722432,-77.01627758,128,RESIDENTIAL,128,125118,211,RENTAL
63941,ACTIVE,ADDRESS,OFFICIAL,SW,1424 HALF STREET SW,2064,Old City 1,South Washington/West of the River Collaborative,006400,Precinct 127,Ward 6,20024,ANC 6D,006400 2001,006400 2,38.87230368,-77.01044003,0,RESIDENTIAL,1,NA,NA,NA
34307,ACTIVE,ADDRESS,OFFICIAL,SW,35 P STREET SW,2064,Old City 1,South Washington/West of the River Collaborative,006400,Precinct 127,Ward 6,20024,ANC 6D,006400 2002,006400 2,38.87224488,-77.0111795,6,RESIDENTIAL,6,62925,30,RENTAL
277853,ACTIVE,ADDRESS,OFFICIAL,SW,301 G STREET SW,1008,Southwest Waterfront,South Washington/West of the River Collaborative,010500,Precinct 128,Ward 6,20024,ANC 6D,010500 2027,010500 2,38.88167428,-77.01680413,288,RESIDENTIAL,288,65521,327,RENTAL
298348,ACTIVE,ADDRESS,OFFICIAL,SW,1100 6TH STREET SW,1002,Southwest Waterfront,South Washington/West of the River Collaborative,010200,Precinct 142,Ward 6,20024,ANC 6D,010200 2042,010200 2,38.87710195,-77.01931759,128,RESIDENTIAL,128,196093,405,RENTAL
79541,ACTIVE,ADDRESS,OFFICIAL,SW,800 4TH STREET SW,1009,Southwest Waterfront,South Washington/West of the River Collaborative,010500,Precinct 128,Ward 6,20024,ANC 6D,010500 2028,010500 2,38.88027919,-77.01712397,395,RESIDENTIAL,395,117939,S202,CONDO
297185,ACTIVE,ADDRESS,OFFICIAL,SW,5505 D MOTON COURT SW,NA,Bolling Air Force Base,Far Southeast Collaborative,007301,Precinct 123,Ward 8,20032,ANC 8C,007301 1019,007301 1,38.84630773,-77.01997508,0,RESIDENTIAL,1,NA,NA,NA
307087,ACTIVE,ADDRESS,OFFICIAL,SW,1001 4TH STREET SW,NA,Southwest Waterfront,South Washington/West of the River Collaborative,010200,Precinct 142,Ward 6,20024,ANC 6D,010200 2042,010200 2,38.87837971,-77.01814656,372,MIXED USE,372,261757,809,RENTAL
315293,ACTIVE,ADDRESS,OFFICIAL,SW,950 MAINE AVENUE SW,NA,Southwest Waterfront,South Washington/West of the River Collaborative,010200,Precinct 142,Ward 6,20024,ANC 6D,010200 2034,010200 2,38.88050323,-77.02564195,266,RESIDENTIAL,266,286244,512,RENTAL
